River Flow Rate (m³/s),Temperature Drop (ΔT) (°C),Heat Extraction Potential (kWh),COP (Coefficient of Performance),Heat Pump Output (kWh)
46.49,3,2098744560.0,4,8394978240.0
23.93,3,1080295920.0,4,4321183680.0
30.06,3,1357028639.9999998,4,5428114559.999999
25.62,3,1156589280.0,4,4626357120.0
27.92,3,1260420480.0000002,4,5041681920.000001
20.44,3,922743360.0,4,3690973440.0
35.8,3,1616155199.9999998,4,6464620799.999999
33.58,3,1515935519.9999998,4,6063742079.999999
14.43,3,651427919.9999999,4,2605711679.9999995
29.05,3,1311433200.0,4,5245732800.0
47.18,3,2129893919.9999998,4,8519575679.999999
21.91,3,989105040.0000001,4,3956420160.0000005
42.52,3,1919522880.0000002,4,7678091520.000001
40.07,3,1808920080.0,4,7235680320.0
29.75,3,1343034000.0,4,5372136000.0
32.08,3,1448219519.9999998,4,5792878079.999999
10.54,3,475817759.99999994,4,1903271039.9999998
42.91,3,1937129039.9999998,4,7748516159.999999
24.3,3,1096999200.0,4,4387996800.0
32.88,3,1484334720.0,4,5937338880.0
29.52,3,1332650880.0,4,5330603520.0
14.14,3,638336160.0,4,2553344640.0
19.86,3,896559840.0,4,3586239360.0
27.96,3,1262226240.0,4,5048904960.0
34.18,3,1543021920.0,4,6172087680.0
13.43,3,606283919.9999999,4,2425135679.9999995
32.22,3,1454539680.0,4,5818158720.0
33.64,3,1518644160.0000002,4,6074576640.000001
23.69,3,1069461360.0000001,4,4277845440.0000005
29.23,3,1319559120.0,4,5278236480.0
18.6,3,839678400.0000001,4,3358713600.0000005
13.18,3,594997919.9999999,4,2379991679.9999995
12.21,3,551208240.0000001,4,2204832960.0000005
49.34,3,2227404960.0000005,4,8909619840.000002
18.24,3,823426559.9999999,4,3293706239.9999995
43.19,3,1949769360.0,4,7799077440.0
26.93,3,1215727920.0,4,4862911680.0
15.98,3,721401120.0,4,2885604480.0
29.05,3,1311433200.0,4,5245732800.0
15.01,3,677611440.0,4,2710445760.0
24.22,3,1093387680.0,4,4373550720.0
12.51,3,564751440.0,4,2259005760.0
35.25,3,1591326000.0,4,6365304000.0
12.25,3,553014000.0,4,2212056000.0
47.51,3,2144791440.0,4,8579165760.0
23.16,3,1045535040.0000001,4,4182140160.0000005
44.08,3,1989947519.9999998,4,7959790079.999999
24.12,3,1088873280.0,4,4355493120.0
27.4,3,1236945600.0,4,4947782400.0
40.11,3,1810725839.9999998,4,7242903359.999999
47.54,3,2146145760.0,4,8584583040.0
17.4,3,785505599.9999999,4,3142022399.9999995
24.93,3,1125439920.0,4,4501759680.0
33.76,3,1524061439.9999998,4,6096245759.999999
37.37,3,1687031280.0,4,6748125120.0
20.37,3,919583280.0000001,4,3678333120.0000005
37.09,3,1674390960.0000002,4,6697563840.000001
41.42,3,1869864480.0000002,4,7479457920.000001
31.62,3,1427453280.0,4,5709813120.0
15.03,3,678514319.9999999,4,2714057279.9999995
23.86,3,1077135839.9999998,4,4308543359.999999
49.73,3,2245011120.0,4,8980044480.0
29.43,3,1328587920.0,4,5314351680.0
22.81,3,1029734639.9999999,4,4118938559.9999995
36.27,3,1637372880.0000002,4,6549491520.000001
49.28,3,2224696320.0000005,4,8898785280.000002
43.54,3,1965569760.0,4,7862279040.0
34.78,3,1570108320.0,4,6280433280.0
32.68,3,1475305920.0,4,5901223680.0
11.13,3,502452720.00000006,4,2009810880.0000002
40.67,3,1836006480.0000002,4,7344025920.000001
42.1,3,1900562400.0,4,7602249600.0
27.61,3,1246425839.9999998,4,4985703359.999999
37.43,3,1689739920.0,4,6758959680.0
19.49,3,879856559.9999999,4,3519426239.9999995
29.02,3,1310078880.0,4,5240315520.0
42.66,3,1925843039.9999998,4,7703372159.999999
33.55,3,1514581199.9999998,4,6058324799.999999
33.23,3,1500135119.9999998,4,6000540479.999999
36.56,3,1650464640.0,4,6601858560.0
11.65,3,525927600.0,4,2103710400.0
34.57,3,1560628080.0,4,6242512320.0
44.23,3,1996719119.9999998,4,7986876479.999999
37.32,3,1684774080.0,4,6739096320.0
34.69,3,1566045360.0,4,6264181440.0
19.83,3,895205519.9999999,4,3580822079.9999995
12.18,3,549853919.9999999,4,2199415679.9999995
39.5,3,1783188000.0,4,7132752000.0
48.64,3,2195804160.0,4,8783216640.0
24.73,3,1116411120.0,4,4465644480.0
39.74,3,1794022560.0000002,4,7176090240.000001
41.62,3,1878893280.0,4,7515573120.0
32.52,3,1468082880.0000002,4,5872331520.000001
43.15,3,1947963600.0,4,7791854400.0
47.25,3,2133054000.0,4,8532216000.0
27.9,3,1259517600.0,4,5038070400.0
37.78,3,1705540320.0,4,6822161280.0
39.45,3,1780930800.0000002,4,7123723200.000001
27.15,3,1225659600.0,4,4902638400.0
39.73,3,1793571119.9999998,4,7174284479.999999
38.26,3,1727209439.9999998,4,6908837759.999999
37.51,3,1693351439.9999998,4,6773405759.999999
18.57,3,838324080.0000001,4,3353296320.0000005
38.76,3,1749781439.9999998,4,6999125759.999999
39.88,3,1800342720.0,4,7201370880.0
25.56,3,1153880639.9999998,4,4615522559.999999
22.4,3,1011225600.0,4,4044902400.0
42.59,3,1922682960.0000002,4,7690731840.000001
17.34,3,782796960.0,4,3131187840.0
12.7,3,573328800.0,4,2293315200.0
34.52,3,1558370880.0000002,4,6233483520.000001
47.47,3,2142985679.9999998,4,8571942719.999999
40.98,3,1850001119.9999998,4,7400004479.999999
31.48,3,1421133120.0,4,5684532480.0
14.82,3,669034080.0000001,4,2676136320.0000005
11.58,3,522767520.00000006,4,2091070080.0000002
33.69,3,1520901360.0,4,6083605440.0
11.7,3,528184800.0,4,2112739200.0
38.39,3,1733078160.0000002,4,6932312640.000001
29.47,3,1330393680.0,4,5321574720.0
20.66,3,932675040.0,4,3730700160.0
13.63,3,615312720.0,4,2461250880.0
18.79,3,848255759.9999999,4,3393023039.9999995
15.03,3,678514319.9999999,4,2714057279.9999995
35.0,3,1580040000.0,4,6320160000.0
29.82,3,1346194080.0,4,5384776320.0
38.86,3,1754295839.9999998,4,7017183359.999999
39.49,3,1782736560.0000002,4,7130946240.000001
27.48,3,1240557120.0,4,4962228480.0
14.77,3,666776880.0,4,2667107520.0
49.42,3,2231016480.0,4,8924065920.0
31.02,3,1400366880.0,4,5601467520.0
45.19,3,2040057360.0,4,8160229440.0
43.72,3,1973695679.9999998,4,7894782719.999999
30.81,3,1390886639.9999998,4,5563546559.999999
34.3,3,1548439199.9999998,4,6193756799.999999
47.97,3,2165557679.9999995,4,8662230719.999998
38.96,3,1758810240.0,4,7035240960.0
44.3,3,1999879200.0,4,7999516800.0
27.48,3,1240557120.0,4,4962228480.0
43.8,3,1977307200.0,4,7909228800.0
46.41,3,2095133039.9999998,4,8380532159.999999
39.52,3,1784090880.0000002,4,7136363520.000001
40.2,3,1814788800.0000002,4,7259155200.000001
32.52,3,1468082880.0000002,4,5872331520.000001
41.77,3,1885664880.0000002,4,7542659520.000001
17.31,3,781442640.0,4,3125770560.0
22.49,3,1015288559.9999999,4,4061154239.9999995
17.67,3,797694480.0000001,4,3190777920.0000005
42.66,3,1925843039.9999998,4,7703372159.999999
28.69,3,1295181360.0000002,4,5180725440.000001
24.53,3,1107382320.0,4,4429529280.0
26.4,3,1191801600.0,4,4767206400.0
37.59,3,1696962960.0000002,4,6787851840.000001
14.9,3,672645600.0,4,2690582400.0
30.37,3,1371023280.0,4,5484093120.0
26.54,3,1198121760.0,4,4792487040.0
49.67,3,2242302480.0,4,8969209920.0
28.05,3,1266289200.0,4,5065156800.0
20.63,3,931320719.9999999,4,3725282879.9999995
27.82,3,1255906080.0,4,5023624320.0
19.95,3,900622800.0,4,3602491200.0
49.97,3,2255845679.9999995,4,9023382719.999998
28.81,3,1300598639.9999998,4,5202394559.999999
42.75,3,1929906000.0,4,7719624000.0
10.52,3,474914879.99999994,4,1899659519.9999998
25.99,3,1173292560.0,4,4693170240.0
35.99,3,1624732560.0000002,4,6498930240.000001
27.68,3,1249585920.0,4,4998343680.0
28.77,3,1298792880.0,4,5195171520.0
26.69,3,1204893360.0000002,4,4819573440.000001
24.47,3,1104673680.0,4,4418694720.0
48.3,3,2180455200.0,4,8721820800.0
19.27,3,869924880.0,4,3479699520.0
29.0,3,1309176000.0,4,5236704000.0
34.06,3,1537604640.0,4,6150418560.0
18.24,3,823426559.9999999,4,3293706239.9999995
46.26,3,2088361440.0,4,8353445760.0
15.16,3,684383040.0,4,2737532160.0
15.32,3,691606080.0000001,4,2766424320.0000005
46.36,3,2092875840.0,4,8371503360.0
39.87,3,1799891280.0,4,7199565120.0
36.85,3,1663556400.0,4,6654225600.0
21.43,3,967435920.0,4,3869743680.0
21.79,3,983687759.9999999,4,3934751039.9999995
26.17,3,1181418480.0000002,4,4725673920.000001
36.43,3,1644595920.0,4,6578383680.0
23.73,3,1071267120.0,4,4285068480.0
13.93,3,628855919.9999999,4,2515423679.9999995
37.75,3,1704186000.0,4,6816744000.0
25.49,3,1150720560.0,4,4602882240.0
26.56,3,1199024639.9999998,4,4796098559.999999
36.12,3,1630601280.0,4,6522405120.0
28.74,3,1297438560.0,4,5189754240.0
17.2,3,776476800.0,4,3105907200.0
12.33,3,556625520.0,4,2226502080.0
27.3,3,1232431200.0,4,4929724800.0
15.95,3,720046800.0,4,2880187200.0
16.73,3,755259120.0,4,3021036480.0
11.52,3,520058879.99999994,4,2080235519.9999998
25.56,3,1153880639.9999998,4,4615522559.999999
24.86,3,1122279839.9999998,4,4489119359.999999
36.41,3,1643693039.9999998,4,6574772159.999999
23.61,3,1065849839.9999999,4,4263399359.9999995
24.12,3,1088873280.0,4,4355493120.0
43.97,3,1984981679.9999998,4,7939926719.999999
39.78,3,1795828320.0,4,7183313280.0
44.49,3,2008456560.0,4,8033826240.0
26.84,3,1211664960.0,4,4846659840.0
33.93,3,1531735920.0,4,6126943680.0
48.95,3,2209798800.0,4,8839195200.0
40.52,3,1829234880.0000002,4,7316939520.000001
42.12,3,1901465279.9999998,4,7605861119.999999
36.74,3,1658590560.0000002,4,6634362240.000001
36.68,3,1655881920.0,4,6623527680.0
15.04,3,678965759.9999999,4,2715863039.9999995
48.02,3,2167814880.0,4,8671259520.0
16.13,3,728172719.9999999,4,2912690879.9999995
18.06,3,815300640.0,4,3261202560.0
41.03,3,1852258320.0,4,7409033280.0
47.45,3,2142082800.0,4,8568331200.0
27.02,3,1219790880.0,4,4879163520.0
33.02,3,1490654880.0000002,4,5962619520.000001
44.12,3,1991753279.9999998,4,7967013119.999999
29.42,3,1328136480.0000002,4,5312545920.000001
32.96,3,1487946240.0,4,5951784960.0
29.66,3,1338971040.0,4,5355884160.0
21.78,3,983236320.0,4,3932945280.0
32.42,3,1463568480.0000002,4,5854273920.000001
16.18,3,730429919.9999999,4,2921719679.9999995
16.79,3,757967759.9999999,4,3031871039.9999995
11.57,3,522316080.00000006,4,2089264320.0000002
47.5,3,2144340000.0,4,8577360000.0
29.11,3,1314141839.9999998,4,5256567359.999999
16.02,3,723206880.0,4,2892827520.0
13.43,3,606283919.9999999,4,2425135679.9999995
19.7,3,889336800.0,4,3557347200.0
23.74,3,1071718559.9999999,4,4286874239.9999995
26.08,3,1177355519.9999998,4,4709422079.999999
18.46,3,833358240.0000001,4,3333432960.0000005
39.33,3,1775513519.9999998,4,7102054079.999999
35.96,3,1623378240.0,4,6493512960.0
20.87,3,942155280.0000001,4,3768621120.0000005
35.26,3,1591777439.9999998,4,6367109759.999999
32.47,3,1465825680.0,4,5863302720.0
41.41,3,1869413039.9999998,4,7477652159.999999
20.08,3,906491519.9999999,4,3625966079.9999995
45.98,3,2075721119.9999998,4,8302884479.999999
22.17,3,1000842480.0000001,4,4003369920.0000005
42.11,3,1901013840.0,4,7604055360.0
28.2,3,1273060800.0,4,5092243200.0
10.37,3,468143279.99999994,4,1872573119.9999998
46.78,3,2111836320.0000002,4,8447345280.000001
22.13,3,999036720.0,4,3996146880.0
28.67,3,1294278480.0000002,4,5177113920.000001
32.32,3,1459054080.0,4,5836216320.0
37.7,3,1701928800.0000002,4,6807715200.000001
43.02,3,1942094880.0000002,4,7768379520.000001
14.96,3,675354240.0000001,4,2701416960.0000005
28.01,3,1264483440.0,4,5057933760.0
40.21,3,1815240240.0,4,7260960960.0
37.85,3,1708700400.0,4,6834801600.0
15.81,3,713726640.0,4,2854906560.0
35.29,3,1593131760.0,4,6372527040.0
33.74,3,1523158560.0000002,4,6092634240.000001
18.97,3,856381680.0,4,3425526720.0
21.71,3,980076240.0000001,4,3920304960.0000005
18.43,3,832003919.9999999,4,3328015679.9999995
26.66,3,1203539040.0,4,4814156160.0
40.5,3,1828332000.0,4,7313328000.0
49.34,3,2227404960.0000005,4,8909619840.000002
39.07,3,1763776080.0,4,7055104320.0
31.97,3,1443253680.0,4,5773014720.0
20.05,3,905137200.0,4,3620548800.0
17.24,3,778282559.9999999,4,3113130239.9999995
32.51,3,1467631439.9999998,4,5870525759.999999
20.84,3,940800960.0,4,3763203840.0
35.52,3,1603514880.0000002,4,6414059520.000001
49.56,3,2237336640.0,4,8949346560.0
49.96,3,2255394240.0,4,9021576960.0
11.72,3,529087680.00000006,4,2116350720.0000002
27.54,3,1243265760.0,4,4973063040.0
29.01,3,1309627440.0,4,5238509760.0
24.96,3,1126794240.0,4,4507176960.0
31.29,3,1412555760.0,4,5650223040.0
14.53,3,655942319.9999999,4,2623769279.9999995
16.03,3,723658320.0,4,2894633280.0
16.71,3,754356240.0000001,4,3017424960.0000005
15.44,3,697023360.0,4,2788093440.0
46.64,3,2105516160.0,4,8422064640.0
14.71,3,664068240.0000001,4,2656272960.0000005
33.29,3,1502843760.0,4,6011375040.0
44.33,3,2001233519.9999998,4,8004934079.999999
22.89,3,1033346160.0000001,4,4133384640.0000005
14.03,3,633370319.9999999,4,2533481279.9999995
41.8,3,1887019199.9999998,4,7548076799.999999
44.65,3,2015679600.0,4,8062718400.0
28.13,3,1269900720.0,4,5079602880.0
43.18,3,1949317919.9999998,4,7797271679.999999
26.86,3,1212567839.9999998,4,4850271359.999999
44.83,3,2023805519.9999998,4,8095222079.999999
46.66,3,2106419039.9999998,4,8425676159.999999
43.27,3,1953380880.0000002,4,7813523520.000001
43.38,3,1958346720.0000002,4,7833386880.000001
22.12,3,998585280.0,4,3994341120.0
26.09,3,1177806960.0,4,4711227840.0
34.22,3,1544827680.0,4,6179310720.0
23.32,3,1052758080.0,4,4211032320.0
29.41,3,1327685040.0,4,5310740160.0
13.58,3,613055520.0,4,2452222080.0
40.81,3,1842326640.0,4,7369306560.0
41.26,3,1862641439.9999998,4,7450565759.999999
48.94,3,2209347360.0,4,8837389440.0
30.13,3,1360188720.0,4,5440754880.0
15.43,3,696571919.9999999,4,2786287679.9999995
30.48,3,1375989120.0,4,5503956480.0
28.05,3,1266289200.0,4,5065156800.0
15.39,3,694766160.0,4,2779064640.0
18.28,3,825232320.0,4,3300929280.0
27.34,3,1234236960.0,4,4936947840.0
22.16,3,1000391040.0000001,4,4001564160.0000005
24.21,3,1092936240.0,4,4371744960.0
24.91,3,1124537040.0,4,4498148160.0
34.9,3,1575525600.0,4,6302102400.0
11.21,3,506064240.00000006,4,2024256960.0000002
43.41,3,1959701039.9999998,4,7838804159.999999
20.97,3,946669680.0,4,3786678720.0
13.36,3,603123840.0,4,2412495360.0
49.81,3,2248622640.0,4,8994490560.0
28.14,3,1270352160.0000002,4,5081408640.000001
15.81,3,713726640.0,4,2854906560.0
48.04,3,2168717760.0,4,8674871040.0
16.0,3,722304000.0,4,2889216000.0
28.77,3,1298792880.0,4,5195171520.0
36.59,3,1651818960.0000002,4,6607275840.000001
22.56,3,1018448639.9999999,4,4073794559.9999995
40.06,3,1808468640.0,4,7233874560.0
30.86,3,1393143839.9999998,4,5572575359.999999
23.15,3,1045083600.0,4,4180334400.0
21.7,3,979624800.0,4,3918499200.0
32.08,3,1448219519.9999998,4,5792878079.999999
10.37,3,468143279.99999994,4,1872573119.9999998
18.83,3,850061519.9999999,4,3400246079.9999995
43.11,3,1946157840.0,4,7784631360.0
27.88,3,1258614720.0,4,5034458880.0
11.45,3,516898800.0,4,2067595200.0
12.55,3,566557200.0,4,2266228800.0
33.15,3,1496523600.0,4,5986094400.0
18.3,3,826135200.0,4,3304540800.0
10.62,3,479429279.99999994,4,1917717119.9999998
35.95,3,1622926800.0000002,4,6491707200.000001
22.08,3,996779519.9999999,4,3987118079.9999995
46.52,3,2100098880.0000002,4,8400395520.000001
21.62,3,976013280.0,4,3904053120.0
24.14,3,1089776160.0000002,4,4359104640.000001
44.42,3,2005296480.0000002,4,8021185920.000001
45.5,3,2054052000.0,4,8216208000.0
42.89,3,1936226160.0,4,7744904640.0
40.31,3,1819754640.0,4,7279018560.0
45.86,3,2070303840.0,4,8281215360.0
15.81,3,713726640.0,4,2854906560.0
25.22,3,1138531680.0,4,4554126720.0
31.83,3,1436933519.9999998,4,5747734079.999999
41.51,3,1873927439.9999998,4,7495709759.999999
36.8,3,1661299199.9999998,4,6645196799.999999
36.59,3,1651818960.0000002,4,6607275840.000001
31.77,3,1434224880.0,4,5736899520.0
35.31,3,1594034640.0,4,6376138560.0
18.57,3,838324080.0000001,4,3353296320.0000005
31.02,3,1400366880.0,4,5601467520.0
35.31,3,1594034640.0,4,6376138560.0
47.79,3,2157431760.0,4,8629727040.0
25.91,3,1169681040.0,4,4678724160.0
22.29,3,1006259759.9999999,4,4025039039.9999995
47.26,3,2133505440.0,4,8534021760.0
11.33,3,511481520.00000006,4,2045926080.0000002
13.01,3,587323440.0,4,2349293760.0
32.72,3,1477111680.0,4,5908446720.0
10.51,3,474463440.0,4,1897853760.0
16.2,3,731332800.0,4,2925331200.0
34.48,3,1556565119.9999998,4,6226260479.999999
36.7,3,1656784800.0000002,4,6627139200.000001
28.55,3,1288861200.0,4,5155444800.0
44.42,3,2005296480.0000002,4,8021185920.000001
28.16,3,1271255040.0,4,5085020160.0
32.19,3,1453185360.0,4,5812741440.0
24.66,3,1113251040.0,4,4453004160.0
49.31,3,2226050640.0,4,8904202560.0
25.34,3,1143948960.0,4,4575795840.0
29.41,3,1327685040.0,4,5310740160.0
32.88,3,1484334720.0,4,5937338880.0
48.77,3,2201672880.0,4,8806691520.0
41.45,3,1871218800.0000002,4,7484875200.000001
47.41,3,2140277039.9999998,4,8561108159.999999
34.66,3,1564691039.9999998,4,6258764159.999999
38.36,3,1731723839.9999998,4,6926895359.999999
24.85,3,1121828400.0,4,4487313600.0
20.88,3,942606719.9999999,4,3770426879.9999995
47.5,3,2144340000.0,4,8577360000.0
29.97,3,1352965680.0,4,5411862720.0
25.67,3,1158846480.0000002,4,4635385920.000001
18.12,3,818009280.0000001,4,3272037120.0000005
12.76,3,576037440.0,4,2304149760.0
11.74,3,529990560.0,4,2119962240.0
16.0,3,722304000.0,4,2889216000.0
24.34,3,1098804960.0,4,4395219840.0
13.15,3,593643600.0,4,2374574400.0
41.55,3,1875733199.9999998,4,7502932799.999999
25.06,3,1131308639.9999998,4,4525234559.999999
41.7,3,1882504800.0000002,4,7530019200.000001
10.25,3,462726000.0,4,1850904000.0
35.44,3,1599903360.0,4,6399613440.0
42.29,3,1909139760.0,4,7636559040.0
30.23,3,1364703120.0,4,5458812480.0
10.28,3,464080320.0,4,1856321280.0
31.4,3,1417521600.0,4,5670086400.0
34.9,3,1575525600.0,4,6302102400.0
31.22,3,1409395680.0,4,5637582720.0
20.65,3,932223599.9999999,4,3728894399.9999995
20.32,3,917326080.0000001,4,3669304320.0000005
19.13,3,863604719.9999999,4,3454418879.9999995
31.21,3,1408944240.0,4,5635776960.0
26.06,3,1176452639.9999998,4,4705810559.999999
48.37,3,2183615279.9999995,4,8734461119.999998
28.91,3,1305113040.0,4,5220452160.0
17.1,3,771962400.0000001,4,3087849600.0000005
17.31,3,781442640.0,4,3125770560.0
43.69,3,1972341360.0,4,7889365440.0
25.38,3,1145754720.0,4,4583018880.0
44.65,3,2015679600.0,4,8062718400.0
21.86,3,986847839.9999999,4,3947391359.9999995
11.89,3,536762160.0,4,2147048640.0
19.98,3,901977120.0,4,3607908480.0
24.89,3,1123634160.0000002,4,4494536640.000001
29.58,3,1335359519.9999998,4,5341438079.999999
30.35,3,1370120400.0,4,5480481600.0
28.61,3,1291569839.9999998,4,5166279359.999999
38.22,3,1725403680.0,4,6901614720.0
23.86,3,1077135839.9999998,4,4308543359.999999
16.34,3,737652960.0,4,2950611840.0
34.12,3,1540313280.0,4,6161253120.0
11.25,3,507870000.0,4,2031480000.0
16.72,3,754807680.0,4,3019230720.0
13.98,3,631113120.0,4,2524452480.0
48.44,3,2186775360.0,4,8747101440.0
31.77,3,1434224880.0,4,5736899520.0
17.12,3,772865280.0000001,4,3091461120.0000005
48.93,3,2208895920.0,4,8835583680.0
11.34,3,511932960.0,4,2047731840.0
37.86,3,1709151839.9999998,4,6836607359.999999
23.11,3,1043277839.9999999,4,4173111359.9999995
49.69,3,2243205360.0,4,8972821440.0
44.02,3,1987238880.0000002,4,7948955520.000001
46.18,3,2084749919.9999998,4,8338999679.999999
48.92,3,2208444480.0,4,8833777920.0
27.98,3,1263129120.0,4,5052516480.0
27.21,3,1228368240.0,4,4913472960.0
13.8,3,622987200.0,4,2491948800.0
18.76,3,846901440.0000001,4,3387605760.0000005
22.85,3,1031540400.0,4,4126161600.0
34.35,3,1550696400.0,4,6202785600.0
20.24,3,913714559.9999999,4,3654858239.9999995
12.54,3,566105759.9999999,4,2264423039.9999995
40.67,3,1836006480.0000002,4,7344025920.000001
46.09,3,2080686960.0000002,4,8322747840.000001
36.01,3,1625635439.9999998,4,6502541759.999999
34.17,3,1542570480.0000002,4,6170281920.000001
25.72,3,1161103680.0,4,4644414720.0
35.46,3,1600806240.0,4,6403224960.0
49.55,3,2236885200.0,4,8947540800.0
32.11,3,1449573839.9999998,4,5798295359.999999
36.63,3,1653624720.0,4,6614498880.0
36.49,3,1647304560.0000002,4,6589218240.000001
40.19,3,1814337360.0,4,7257349440.0
45.97,3,2075269679.9999998,4,8301078719.999999
44.84,3,2024256960.0000002,4,8097027840.000001
31.72,3,1431967680.0,4,5727870720.0
33.31,3,1503746640.0,4,6014986560.0
35.48,3,1601709119.9999998,4,6406836479.999999
39.17,3,1768290480.0000002,4,7073161920.000001
45.8,3,2067595200.0,4,8270380800.0
17.92,3,808980480.0000001,4,3235921920.0000005
38.3,3,1729015199.9999998,4,6916060799.999999
21.18,3,956149920.0,4,3824599680.0
42.4,3,1914105600.0,4,7656422400.0
43.23,3,1951575119.9999998,4,7806300479.999999
24.92,3,1124988480.0000002,4,4499953920.000001
45.1,3,2035994400.0,4,8143977600.0
43.28,3,1953832320.0000002,4,7815329280.000001
18.66,3,842387040.0,4,3369548160.0
48.83,3,2204381520.0,4,8817526080.0
15.87,3,716435280.0,4,2865741120.0
13.01,3,587323440.0,4,2349293760.0
35.32,3,1594486080.0,4,6377944320.0
24.75,3,1117314000.0,4,4469256000.0
11.47,3,517801680.00000006,4,2071206720.0000002
33.92,3,1531284480.0000002,4,6125137920.000001
33.59,3,1516386960.0000002,4,6065547840.000001
43.63,3,1969632720.0000002,4,7878530880.000001
11.09,3,500646960.0,4,2002587840.0
32.35,3,1460408400.0,4,5841633600.0
22.82,3,1030186080.0,4,4120744320.0
19.3,3,871279200.0,4,3485116800.0
19.89,3,897914160.0,4,3591656640.0
17.78,3,802660320.0,4,3210641280.0
27.25,3,1230174000.0,4,4920696000.0
29.63,3,1337616720.0,4,5350466880.0
17.73,3,800403120.0,4,3201612480.0
